,Series,Time (s),I_rms,Drag Loss (kWh),Motor Loss (kWh),Inverter Loss (kWh),AC Loss (kWh),Mech Brake Loss (kWh),Recovered (kWh),Remaining Energy (kWh)
0,130.0,1531.77,67.33808305057784,1.755579311626128,1.3950674848073705,0.36336144766190315,1.0772347726451492,0.5644090556925049,1.5953463031237147,0.23932386699604388
1,132.0,1529.97,67.05149425112022,1.7640227266718695,1.4091585961093223,0.36772989198922523,1.0812859205160836,0.5729946556100985,1.6223579845779792,0.27562638241956594
2,134.0,1528.02,66.74531215554023,1.7712133663175442,1.4244796691428345,0.3720153909639006,1.084244095304908,0.5798437524065925,1.6488983157264396,0.3129468639170391
3,136.0,1527.57,66.36339817314357,1.777032184449969,1.438092164196505,0.3760758588528155,1.0856794965052643,0.5871964665811532,1.6744971071837154,0.35420110346697836
4,138.0,1525.35,65.97699705220563,1.782949625264331,1.451683925978476,0.3797637006160589,1.0853474967248498,0.5927364878086504,1.6984142821490946,0.4003214095492127
5,140.0,1524.81,65.51150329682498,1.787015526397537,1.4639863027209228,0.3831489780422681,1.0833906262530069,0.598279062389605,1.7206281098993423,0.4501590499135304
6,142.0,1523.61,65.00745434649012,1.7933874287718623,1.475037149243287,0.38608142901053893,1.0793996730472635,0.6020886738091946,1.7399009661918847,0.504301413859192
