0.000000000000000000e+00,4.524198580800000400e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,4.524198580800000400e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.257457142808705797e-01
8.000000000000000167e-02,5.846416201504404171e+02,2.658686271773652621e+01,1.554378649401482471e+04,9.307490200388084389e-01
1.199999999999999956e-01,5.707704010699467290e+02,5.100036032713759226e+01,2.910949611863212340e+04,1.422756437766275361e+00
1.600000000000000033e-01,5.651345209221549339e+02,5.952057364432370434e+01,3.363713087149671628e+04,1.892870538932124536e+00
2.000000000000000111e-01,5.610326966167725686e+02,6.673982937754603029e+01,3.744322644742794364e+04,2.368574391677776170e+00
2.399999999999999911e-01,5.580334029317018576e+02,7.201861913535000781e+01,4.018879511054154136e+04,2.842529443937332978e+00
2.800000000000000266e-01,5.555554174970687882e+02,7.637990065887665025e+01,4.243326759892685368e+04,3.317576443645629869e+00
3.200000000000000067e-01,5.528822413147679526e+02,8.003293748791695350e+01,4.424878985732424189e+04,3.793647606800217620e+00
3.599999999999999867e-01,5.521056863625126425e+02,8.139968271488206142e+01,4.494122769499071728e+04,4.266657366018857367e+00
4.000000000000000222e-01,5.515087826041427661e+02,8.158346967409123351e+01,4.499400004058005288e+04,4.736339783888661614e+00
4.400000000000000022e-01,5.515331253708624217e+02,8.154062613786929603e+01,4.497235637851608772e+04,5.202607516597594461e+00
4.799999999999999822e-01,5.515792082567541001e+02,8.145951975363422548e+01,4.493137741068498872e+04,5.666303601565635617e+00
5.200000000000000178e-01,5.511199213510722075e+02,8.150247617513262810e+01,4.491763825955673383e+04,6.124976846509933459e+00
5.600000000000000533e-01,5.510782741440411883e+02,8.157577571595811605e+01,4.495463769351158408e+04,6.579662915179048888e+00
5.999999999999999778e-01,5.510953243864790920e+02,8.154576710239783210e+01,4.493949097364021145e+04,7.029993615913451066e+00
6.400000000000000133e-01,5.506820960548421908e+02,8.159889889694112242e+01,4.493505268033468747e+04,7.475116799988493099e+00
6.800000000000000488e-01,5.507160986705937376e+02,8.153905392055168022e+01,4.490486966441740515e+04,7.913686371624751636e+00
7.199999999999999734e-01,5.506237501125557401e+02,8.170158839483330837e+01,4.498683499211558228e+04,8.346048019562108067e+00
7.600000000000000089e-01,5.502732293860343589e+02,8.170771451165938970e+01,4.496156793008295790e+04,8.771576417175634077e+00
8.000000000000000444e-01,5.503180474803805282e+02,8.162883417440657752e+01,4.492182064095918759e+04,9.189867364196379285e+00
8.399999999999999689e-01,5.502630804109202245e+02,8.172557681909239591e+01,4.497056764883307915e+04,9.600027460012400482e+00
8.800000000000000044e-01,5.499384980119765487e+02,8.172153301605166575e+01,4.494181712208360113e+04,1.000206981983554932e+01
9.200000000000000400e-01,5.499073055299835460e+02,8.177643212622713520e+01,4.496945744638914766e+04,1.039629167931861176e+01
9.599999999999999645e-01,5.499444491091987857e+02,8.171105901971695573e+01,4.493654333872746793e+04,1.078198503196717439e+01
1.000000000000000000e+00,5.495752393422759496e+02,8.182357611016749388e+01,4.496821142458623217e+04,1.115894922951845025e+01
1.040000000000000036e+00,5.496014359793949779e+02,8.177746974172444538e+01,4.494501480081327463e+04,1.152698777156670040e+01
1.080000000000000071e+00,5.496028619890905702e+02,8.177495994903131304e+01,4.494375202703086688e+04,1.188643086797843651e+01
1.120000000000000107e+00,5.492720529128320095e+02,8.185790763977816198e+01,4.496226097644994297e+04,1.223762342724117325e+01
1.159999999999999920e+00,5.493377726846389351e+02,8.174224012111316995e+01,4.490410012238523632e+04,1.257986318290887695e+01
1.199999999999999956e+00,5.489776002378474686e+02,8.189714299207729198e+01,4.495969702612643596e+04,1.291404588030987632e+01
1.239999999999999991e+00,5.489907317005364575e+02,8.187403147382458712e+01,4.494808444608771242e+04,1.324001375566500549e+01
1.280000000000000027e+00,5.490286639947271397e+02,8.180727022031335594e+01,4.491453627411426714e+04,1.355783742769926370e+01
1.320000000000000062e+00,5.490033407778422543e+02,8.185183935957179813e+01,4.493693325721619476e+04,1.386826647300136095e+01
1.360000000000000098e+00,5.490295825733227275e+02,8.180565351191752654e+01,4.491372379978594836e+04,1.417116509078008946e+01
1.400000000000000133e+00,5.487457610689918965e+02,8.186419412408397989e+01,4.492262950892015942e+04,1.446695439461643318e+01
1.439999999999999947e+00,5.487072703177568656e+02,8.193193826811393876e+01,4.495665019893976569e+04,1.475606831374993533e+01
1.479999999999999982e+00,5.487641746930667068e+02,8.183178594390012961e+01,4.490635247716405138e+04,1.503820124305788042e+01
1.520000000000000018e+00,5.484942261574012718e+02,8.188618530542682095e+01,4.491409984208164678e+04,1.531402048221598378e+01
