,Power (kW),Time (s),I_rms,Drag Loss (kWh),Motor Loss (kWh),Inverter Loss (kWh),AC Loss (kWh),Mech Brake Loss (kWh),Recovered (kWh),Remaining Energy (kWh)
0,20000.0,1626.36,24.83832291468237,1.410966511049875,0.664091704454099,0.191924835961597,0.17239721549528855,0.39722131950550743,0.7636894203575278,3.018956257507383
1,30000.0,1579.44,35.32173133399202,1.5539658238467857,0.8892579360034318,0.25512995694752366,0.338653677256134,0.4998566918983868,1.0923558797528001,2.3499192288049047
2,40000.0,1550.4299999999998,45.73478561281321,1.6598273932067904,1.1020476967552664,0.30889348470933115,0.5555494286167479,0.5808178225515285,1.3552534861159757,1.6870532667031544
3,50000.0,1534.23,56.38675856604999,1.7437641185802872,1.3057954390453632,0.3559355213228503,0.8304661023780858,0.6591996825242468,1.5755423592781352,1.0108568559676359
4,60000.0,1522.95,64.13981265168647,1.7954055609614703,1.448758647072315,0.3839588414602988,1.061550662882636,0.7026518516120321,1.694797418670991,0.5228868106520207
5,70000.0,1522.56,68.27877861518644,1.8104544926407211,1.5171003831094765,0.3927713021275378,1.198152520815288,0.7082383001210816,1.723770430956106,0.2924382261376215
6,80000.0,1521.75,70.8194696872833,1.8138014236664242,1.5545384780657403,0.3954378233202895,1.2847894467647165,0.6994482794105312,1.7302563707528373,0.17575354596344706
