6.104441,4.19087,0.000411987
6.1932557,4.19087,0.000411987
6.2909679,4.09242,0.000411987
6.3857035,4.09242,7.44891
6.4949086,4.09242,7.44891
6.5926492,4.0222,7.44891
6.6884166,4.0222,8.99907
6.7949703,4.0222,8.99907
6.8922832,4.0222,8.99907
7.0152501,4.01607,8.99907
7.0850472,4.01607,8.99907
7.193085,4.01607,8.99907
7.2838575,4.01138,8.99907
7.4050699,4.01138,8.99907
7.4849592,4.01138,8.99907
7.5940284,4.00745,8.99907
7.6907653,4.00745,8.99907
7.794671,4.00745,8.99907
7.9007764,4.00397,8.99907
7.9891894,4.00397,8.99907
8.1006772,4.00397,8.99907
8.1846009,4.00085,8.99907
8.3147958,4.00085,8.99907
8.3919593,4.00085,8.99907
8.4927303,3.99799,8.99907
8.5923508,3.99799,8.99907
8.7045713,3.99799,8.99907
8.7912613,3.99541,8.99907
8.892356,3.99541,8.99907
8.9912214,3.99541,8.99907
9.0947131,3.99298,8.99907
9.192583,3.99298,8.99907
9.2923282,3.99298,8.99907
9.39133,3.99065,8.99907
9.4912528,3.99065,8.99907
9.6150807,3.99065,8.99907
9.6937625,3.98853,8.99907
9.7925527,3.98853,8.99907
9.8931932,3.98853,8.99907
10.0050398,3.98648,8.99907
10.0924925,3.98648,8.99907
10.1931324,3.98648,8.99907
10.2922456,3.98648,8.99907
10.3950923,3.98451,8.99907
10.4919669,3.98451,8.99907
10.5923626,3.98451,8.99907
10.6966171,3.98262,8.99907
10.7923795,3.98262,8.99907
10.9149221,3.98262,8.99907
10.9919225,3.98088,8.99907
11.0913879,3.98088,8.99907
11.1933416,3.98088,8.99907
11.3048787,3.97914,8.99907
11.3923647,3.97914,8.99907
11.492361,3.97914,8.99907
11.5931117,3.97748,8.99907
11.6952877,3.97748,8.99907
11.8009067,3.97748,8.99907
11.8928633,3.97597,8.99907
11.9925632,3.97597,8.99907
12.0934601,3.97597,8.99907
12.2148952,3.97437,8.99907
12.2914264,3.97437,8.99907
12.3910321,3.97437,8.99907
12.4925112,3.97293,8.99907
12.6050843,3.97293,8.99907
12.692382,3.97293,8.99907
12.7912145,3.9715,8.99907
12.8907888,3.9715,8.99907
12.9949011,3.9715,8.99907
13.0925088,3.97006,8.99907
13.1926146,3.97006,8.99907
13.2914389,3.97006,8.99907
13.3915469,3.97006,8.99907
13.5149187,3.96877,8.99907
13.59225,3.96877,8.99907
13.6928443,3.96877,8.99907
13.7927752,3.96741,8.99907
13.9049162,3.96741,8.99907
13.9925415,3.96741,8.99907
14.0926928,3.9662,8.99907
14.1925013,3.9662,8.99907
14.2951202,3.9662,8.99907
14.3922805,3.9649,8.99907
14.4922949,3.9649,8.99907
14.5944805,3.9649,8.99907
14.6936966,3.9637,8.99907
14.8152184,3.9637,8.99907
14.8907981,3.9637,8.99907
14.9918409,3.96257,8.99907
15.0917245,3.96257,8.99907
15.2055795,3.96257,8.99907
15.29294,3.96135,8.99907
15.3914559,3.96135,8.99907
15.4930558,3.96135,8.99907
